month,day,AHU: Supply Air Temperature,AHU: Supply Air Temperature Heating Set Point,AHU: Supply Air Temperature Cooling Set Point,AHU: Outdoor Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Supply Air Fan Status,AHU: Supply Air Fan Speed Control Signal,AHU: Outdoor Air Damper Control Signal  ,AHU: Return Air Damper Control Signal,AHU: Exhaust Air Damper Control Signal    ,AHU: Cooling Coil Valve Control Signal,AHU: Heating Coil Valve Control Signal,Occupancy Mode Indicator,Fault Detection Ground Truth
9,12,89.77,53.04,55.04,70.08,71.09,84.84,1,0.5,1,0,0.9,1,0,1,1
9,12,89.7,53.04,55.04,69.88,71.06,84.81,1,0.5,1,0,0.9,1,0,1,1
9,12,89.64,53.04,55.04,69.86,70.92,84.78,1,0.5,1,0,0.9,1,0,1,1
9,12,89.58,53.04,55.04,69.46,70.77,84.76,1,0.5,1,0,0.9,1,0,1,1
9,12,89.5,53.04,55.04,69.38,70.66,84.74,1,0.5,1,0,0.9,1,0,1,1
9,12,89.44,53.04,55.04,69.36,70.68,84.71,1,0.5,1,0,0.9,1,0,1,1
9,12,89.38,53.04,55.04,69.62,70.74,84.69,1,0.5,1,0,0.9,1,0,1,1
9,12,89.32,53.04,55.04,69.49,70.75,84.66,1,0.5,1,0,0.9,1,0,1,1
9,12,89.25,53.04,55.04,69.66,70.78,84.64,1,0.5,1,0,0.9,1,0,1,1
9,12,89.17,53.04,55.04,69.54,70.78,84.63,1,0.5,1,0,0.9,1,0,1,1
9,12,89.09,53.04,55.04,69.6,70.71,84.59,1,0.5,1,0,0.9,1,0,1,1
9,12,89.01,53.04,55.04,69.49,70.67,84.59,1,0.5,1,0,0.9,1,0,1,1
9,12,88.92,53.04,55.04,69.45,70.66,84.57,1,0.5,1,0,0.9,1,0,1,1
9,12,88.82,53.04,55.04,69.42,70.63,84.53,1,0.5,1,0,0.9,1,0,1,1
9,12,88.72,53.04,55.04,69.41,70.67,84.51,1,0.5,1,0,0.9,1,0,1,1
9,12,88.61,53.04,55.04,69.52,70.66,84.49,1,0.5,1,0,0.9,1,0,1,1
9,12,88.46,53.04,55.04,69.29,70.62,84.46,1,0.5,1,0,0.9,1,0,1,1
9,12,88.28,53.04,55.04,69.44,70.64,84.42,1,0.5,1,0,0.9,1,0,1,1
9,12,88.1,53.04,55.04,69.41,70.67,84.39,1,0.5,1,0,0.9,1,0,1,1
9,12,87.94,53.04,55.04,69.45,70.62,84.34,1,0.5,1,0,0.9,1,0,1,1
9,12,87.78,53.04,55.04,69.43,70.63,84.3,1,0.5,1,0,0.9,1,0,1,1
9,12,87.68,53.04,55.04,69.47,70.61,84.25,1,0.5,1,0,0.9,1,0,1,1
9,12,87.57,53.04,55.04,69.48,70.64,84.2,1,0.5,1,0,0.9,1,0,1,1
9,12,87.5,53.04,55.04,69.41,70.65,84.17,1,0.5,1,0,0.9,1,0,1,1
9,12,87.42,53.04,55.04,69.58,70.71,84.1,1,0.5,1,0,0.9,1,0,1,1
9,12,87.36,53.04,55.04,69.58,70.78,84.06,1,0.5,1,0,0.9,1,0,1,1
9,12,87.3,53.04,55.04,69.63,70.76,84.03,1,0.5,1,0,0.9,1,0,1,1
9,12,87.25,53.04,55.04,69.75,70.79,83.98,1,0.5,1,0,0.9,1,0,1,1
9,12,87.2,53.04,55.04,69.81,70.83,83.95,1,0.5,1,0,0.9,1,0,1,1
9,12,87.17,53.04,55.04,69.89,70.89,83.92,1,0.5,1,0,0.9,1,0,1,1
9,12,87.14,53.04,55.04,69.96,70.96,83.88,1,0.5,1,0,0.9,1,0,1,1
9,12,87.12,53.04,55.04,69.85,70.98,83.85,1,0.5,1,0,0.9,1,0,1,1
9,12,87.1,53.04,55.04,69.91,70.95,83.82,1,0.5,1,0,0.9,1,0,1,1
9,12,87.07,53.04,55.04,69.72,70.92,83.8,1,0.5,1,0,0.9,1,0,1,1
9,12,87.05,53.04,55.04,70.05,71.01,83.77,1,0.5,1,0,0.9,1,0,1,1
9,12,87.02,53.04,55.04,70.01,71.05,83.74,1,0.5,1,0,0.9,1,0,1,1
9,12,87.01,53.04,55.04,70.1,71.08,83.72,1,0.5,1,0,0.9,1,0,1,1
9,12,87,53.04,55.04,69.94,70.98,83.7,1,0.5,1,0,0.9,1,0,1,1
9,12,86.98,53.04,55.04,69.96,70.99,83.68,1,0.5,1,0,0.9,1,0,1,1
9,12,86.97,53.04,55.04,69.99,71.04,83.67,1,0.5,1,0,0.9,1,0,1,1
9,12,86.96,53.04,55.04,70.14,71.06,83.65,1,0.5,1,0,0.9,1,0,1,1
9,12,86.94,53.04,55.04,70.11,71.05,83.64,1,0.5,1,0,0.9,1,0,1,1
9,12,86.93,53.04,55.04,69.95,71.04,83.62,1,0.5,1,0,0.9,1,0,1,1
9,12,86.92,53.04,55.04,70.03,71.1,83.61,1,0.5,1,0,0.9,1,0,1,1
9,12,86.91,53.04,55.04,70.01,71.06,83.6,1,0.5,1,0,0.9,1,0,1,1
9,12,86.91,53.04,55.04,70,71.07,83.6,1,0.5,1,0,0.9,1,0,1,1
9,12,86.9,53.04,55.04,70.27,71.15,83.57,1,0.5,1,0,0.9,1,0,1,1
9,12,86.89,53.04,55.04,69.96,71.08,83.58,1,0.5,1,0,0.9,1,0,1,1
9,12,86.89,53.04,55.04,69.85,71.02,83.58,1,0.5,1,0,0.9,1,0,1,1
9,12,86.88,53.04,55.04,70.05,71.09,83.58,1,0.5,1,0,0.9,1,0,1,1
9,12,86.86,53.04,55.04,70.05,71.06,83.58,1,0.5,1,0,0.9,1,0,1,1
9,12,86.86,53.04,55.04,70.07,71.06,83.57,1,0.5,1,0,0.9,1,0,1,1
9,12,86.87,53.04,55.04,70.04,71.07,83.58,1,0.5,1,0,0.9,1,0,1,1
9,12,86.87,53.04,55.04,70.23,71.19,83.58,1,0.5,1,0,0.9,1,0,1,1
9,12,86.85,53.04,55.04,70.25,71.19,83.58,1,0.5,1,0,0.9,1,0,1,1
9,12,86.86,53.04,55.04,70.15,71.24,83.59,1,0.5,1,0,0.9,1,0,1,1
9,12,86.87,53.04,55.04,70.45,71.39,83.58,1,0.5,1,0,0.9,1,0,1,1
9,12,86.86,53.04,55.04,70.61,71.57,83.59,1,0.5,1,0,0.9,1,0,1,1
9,12,86.87,53.04,55.04,70.95,71.65,83.59,1,0.5,1,0,0.9,1,0,1,1
9,12,86.86,53.04,55.04,70.6,71.54,83.6,1,0.5,1,0,0.9,1,0,1,1
9,12,86.85,53.04,55.04,70.44,71.54,83.61,1,0.5,1,0,0.9,1,0,1,1
9,12,86.86,53.04,55.04,70.58,71.53,83.61,1,0.5,1,0,0.9,1,0,1,1
9,12,86.85,53.04,55.04,70.61,71.6,83.61,1,0.5,1,0,0.9,1,0,1,1
9,12,86.86,53.04,55.04,70.84,71.69,83.63,1,0.5,1,0,0.9,1,0,1,1
9,12,86.87,53.04,55.04,70.98,71.76,83.64,1,0.5,1,0,0.9,1,0,1,1
9,12,86.87,53.04,55.04,71.04,71.8,83.63,1,0.5,1,0,0.9,1,0,1,1
9,12,86.88,53.04,55.04,70.89,71.74,83.64,1,0.5,1,0,0.9,1,0,1,1
9,12,86.89,53.04,55.04,70.63,71.68,83.66,1,0.5,1,0,0.9,1,0,1,1
9,12,86.89,53.04,55.04,70.78,71.79,83.67,1,0.5,1,0,0.9,1,0,1,1
9,12,86.9,53.04,55.04,71.26,71.99,83.69,1,0.5,1,0,0.9,1,0,1,1
9,12,86.9,53.04,55.04,71.18,72.03,83.7,1,0.5,1,0,0.9,1,0,1,1
9,12,86.9,53.04,55.04,71.17,72.04,83.7,1,0.5,1,0,0.9,1,0,1,1
9,12,86.91,53.04,55.04,71.23,72.05,83.72,1,0.5,1,0,0.9,1,0,1,1
9,12,86.93,53.04,55.04,71.21,72.07,83.72,1,0.5,1,0,0.9,1,0,1,1
9,12,86.93,53.04,55.04,71.24,72.15,83.73,1,0.5,1,0,0.9,1,0,1,1
9,12,86.94,53.04,55.04,71.28,72.18,83.75,1,0.5,1,0,0.9,1,0,1,1
9,12,86.97,53.04,55.04,71.38,72.22,83.75,1,0.5,1,0,0.9,1,0,1,1
9,12,86.96,53.04,55.04,71.29,72.28,83.76,1,0.5,1,0,0.9,1,0,1,1
9,12,86.98,53.04,55.04,71.57,72.44,83.78,1,0.5,1,0,0.9,1,0,1,1
9,12,87.01,53.04,55.04,72.18,72.68,83.82,1,0.5,1,0,0.9,1,0,1,1
9,12,87.03,53.04,55.04,72.27,72.78,83.82,1,0.5,1,0,0.9,1,0,1,1
9,12,87.04,53.04,55.04,71.97,72.63,83.84,1,0.5,1,0,0.9,1,0,1,1
9,12,87.05,53.04,55.04,71.47,72.46,83.85,1,0.5,1,0,0.9,1,0,1,1
9,12,87.04,53.04,55.04,71.34,72.32,83.86,1,0.5,1,0,0.9,1,0,1,1
9,12,87.06,53.04,55.04,71.44,72.41,83.89,1,0.5,1,0,0.9,1,0,1,1
9,12,87.08,53.04,55.04,71.85,72.61,83.9,1,0.5,1,0,0.9,1,0,1,1
9,12,87.1,53.04,55.04,72.09,72.74,83.92,1,0.5,1,0,0.9,1,0,1,1
9,12,87.13,53.04,55.04,72.27,72.92,83.94,1,0.5,1,0,0.9,1,0,1,1
9,12,87.15,53.04,55.04,72.44,72.81,83.96,1,0.5,1,0,0.9,1,0,1,1
9,12,87.17,53.04,55.04,71.38,72.39,83.97,1,0.5,1,0,0.9,1,0,1,1
9,12,87.16,53.04,55.04,71.17,72.24,83.99,1,0.5,1,0,0.9,1,0,1,1
9,12,87.18,53.04,55.04,70.98,72.1,84.01,1,0.5,1,0,0.9,1,0,1,1
9,12,87.18,53.04,55.04,71.04,72.06,84.03,1,0.5,1,0,0.9,1,0,1,1
9,12,87.2,53.04,55.04,71.23,72.28,84.09,1,0.5,1,0,0.9,1,0,1,1
9,12,87.22,53.04,55.04,71.81,72.47,84.26,1,0.5,1,0,0.9,1,0,1,1
9,12,87.22,53.04,55.04,71.79,72.53,84.39,1,0.5,1,0,0.9,1,0,1,1
9,12,87.24,53.04,55.04,71.32,72.45,84.54,1,0.5,1,0,0.9,1,0,1,1
9,12,87.26,53.04,55.04,71.59,72.56,84.7,1,0.5,1,0,0.9,1,0,1,1
9,12,87.27,53.04,55.04,71.68,72.44,84.84,1,0.5,1,0,0.9,1,0,1,1
9,12,87.28,53.04,55.04,71.16,72.26,84.97,1,0.5,1,0,0.9,1,0,1,1
9,12,87.28,53.04,55.04,71.09,72.24,85.05,1,0.5,1,0,0.9,1,0,1,1
9,12,87.3,53.04,55.04,71.33,72.35,85.14,1,0.5,1,0,0.9,1,0,1,1
9,12,87.32,53.04,55.04,71.67,72.56,85.23,1,0.5,1,0,0.9,1,0,1,1
9,12,87.34,53.04,55.04,71.7,72.57,85.33,1,0.5,1,0,0.9,1,0,1,1
9,12,87.36,53.04,55.04,71.33,72.29,85.43,1,0.5,1,0,0.9,1,0,1,1
9,12,87.35,53.04,55.04,70.86,72.27,85.51,1,0.5,1,0,0.9,1,0,1,1
9,12,87.37,53.04,55.04,71.47,72.38,85.53,1,0.5,1,0,0.9,1,0,1,1
9,12,87.38,53.04,55.04,71.48,72.49,85.59,1,0.5,1,0,0.9,1,0,1,1
9,12,87.4,53.04,55.04,71.75,72.67,85.64,1,0.5,1,0,0.9,1,0,1,1
9,12,87.42,53.04,55.04,71.86,72.8,85.71,1,0.5,1,0,0.9,1,0,1,1
9,12,87.43,53.04,55.04,72.15,72.92,85.75,1,0.5,1,0,0.9,1,0,1,1
9,12,87.45,53.04,55.04,72,72.99,85.78,1,0.5,1,0,0.9,1,0,1,1
9,12,87.46,53.04,55.04,72.21,73.11,85.79,1,0.5,1,0,0.9,1,0,1,1
9,12,87.49,53.04,55.04,72.28,73.09,85.82,1,0.5,1,0,0.9,1,0,1,1
9,12,87.5,53.04,55.04,72.05,73.04,85.82,1,0.5,1,0,0.9,1,0,1,1
9,12,87.52,53.04,55.04,72.08,72.91,85.84,1,0.5,1,0,0.9,1,0,1,1
9,12,87.52,53.04,55.04,71.53,72.73,85.86,1,0.5,1,0,0.9,1,0,1,1
9,12,87.53,53.04,55.04,71.83,72.74,85.89,1,0.5,1,0,0.9,1,0,1,1
9,12,87.54,53.04,55.04,71.67,72.79,85.91,1,0.5,1,0,0.9,1,0,1,1
9,12,87.56,53.04,55.04,72,73.01,85.92,1,0.5,1,0,0.9,1,0,1,1
9,12,87.58,53.04,55.04,72.37,73.05,85.96,1,0.5,1,0,0.9,1,0,1,1
9,12,87.6,53.04,55.04,72.11,72.98,85.98,1,0.5,1,0,0.9,1,0,1,1
9,12,87.61,53.04,55.04,71.77,72.87,86.01,1,0.5,1,0,0.9,1,0,1,1
9,12,87.6,53.04,55.04,71.71,72.93,86.04,1,0.5,1,0,0.9,1,0,1,1
9,12,87.63,53.04,55.04,72.16,73.13,86.04,1,0.5,1,0,0.9,1,0,1,1
9,12,87.65,53.04,55.04,72.7,73.48,86.07,1,0.5,1,0,0.9,1,0,1,1
9,12,87.68,53.04,55.04,72.97,73.65,86.11,1,0.5,1,0,0.9,1,0,1,1
9,12,87.71,53.04,55.04,72.92,73.45,86.13,1,0.5,1,0,0.9,1,0,1,1
9,12,87.71,53.04,55.04,71.93,73.22,86.14,1,0.5,1,0,0.9,1,0,1,1
9,12,87.72,53.04,55.04,72.21,73.32,86.13,1,0.5,1,0,0.9,1,0,1,1
9,12,87.74,53.04,55.04,72.55,73.48,86.15,1,0.5,1,0,0.9,1,0,1,1
9,12,87.77,53.04,55.04,72.62,73.51,86.18,1,0.5,1,0,0.9,1,0,1,1
9,12,87.79,53.04,55.04,72.77,73.72,86.21,1,0.5,1,0,0.9,1,0,1,1
9,12,87.82,53.04,55.04,73.22,73.84,86.23,1,0.5,1,0,0.9,1,0,1,1
9,12,87.84,53.04,55.04,73,73.79,86.26,1,0.5,1,0,0.9,1,0,1,1
9,12,87.85,53.04,55.04,72.72,73.71,86.31,1,0.5,1,0,0.9,1,0,1,1
9,12,87.87,53.04,55.04,72.87,73.64,86.35,1,0.5,1,0,0.9,1,0,1,1
9,12,87.89,53.04,55.04,72.35,73.59,86.41,1,0.5,1,0,0.9,1,0,1,1
9,12,87.9,53.04,55.04,72.9,73.83,86.41,1,0.5,1,0,0.9,1,0,1,1
9,12,87.92,53.04,55.04,73.2,73.81,86.43,1,0.5,1,0,0.9,1,0,1,1
9,12,87.95,53.04,55.04,72.87,73.69,86.44,1,0.5,1,0,0.9,1,0,1,1
9,12,87.95,53.04,55.04,72.27,73.61,86.45,1,0.5,1,0,0.9,1,0,1,1
9,12,87.96,53.04,55.04,72.8,73.73,86.49,1,0.5,1,0,0.9,1,0,1,1
9,12,87.99,53.04,55.04,72.66,73.65,86.51,1,0.5,1,0,0.9,1,0,1,1
9,12,88,53.04,55.04,72.68,73.73,86.54,1,0.5,1,0,0.9,1,0,1,1
9,12,88.03,53.04,55.04,73.03,73.92,86.58,1,0.5,1,0,0.9,1,0,1,1
9,12,88.04,53.04,55.04,73.15,73.81,86.6,1,0.5,1,0,0.9,1,0,1,1
9,12,88.06,53.04,55.04,72.54,73.68,86.62,1,0.5,1,0,0.9,1,0,1,1
9,12,88.07,53.04,55.04,72.57,73.62,86.64,1,0.5,1,0,0.9,1,0,1,1
9,12,88.08,53.04,55.04,72.64,73.78,86.65,1,0.5,1,0,0.9,1,0,1,1
9,12,88.11,53.04,55.04,73.42,74.02,86.68,1,0.5,1,0,0.9,1,0,1,1
9,12,88.11,53.04,55.04,72.95,73.86,86.7,1,0.5,1,0,0.9,1,0,1,1
9,12,88.14,53.04,55.04,72.78,73.97,86.73,1,0.5,1,0,0.9,1,0,1,1
9,12,88.16,53.04,55.04,73.5,74.04,86.75,1,0.5,1,0,0.9,1,0,1,1
9,12,88.18,53.04,55.04,72.89,73.98,86.78,1,0.5,1,0,0.9,1,0,1,1
9,12,88.19,53.04,55.04,72.95,74.21,86.82,1,0.5,0.63,0.41,0.57,1,0,1,1
9,12,88.17,53.04,55.04,73.82,77.08,87.04,1,0.5,0.1,1,0.1,1,0,1,1
9,12,88.1,53.04,55.04,73.4,82.18,87.55,1,0.5,0.1,1,0.1,1,0,1,1
9,12,88.15,53.04,55.04,73.61,85.05,88.03,1,0.5,0.1,1,0.1,1,0,1,1
9,12,88.28,53.04,55.04,73.75,85.99,88.33,1,0.5,0.1,1,0.1,1,0,1,1
9,12,88.39,53.04,55.04,74,86.5,88.51,1,0.5,0.1,1,0.1,1,0,1,1
9,12,88.48,53.04,55.04,73.54,86.85,88.62,1,0.5,0.1,1,0.1,1,0,1,1
9,12,88.6,53.04,55.04,73.98,87.13,88.74,1,0.5,0.1,1,0.1,1,0,1,1
9,12,88.72,53.04,55.04,73.69,87.3,88.8,1,0.5,0.1,1,0.1,1,0,1,1
9,12,88.86,53.04,55.04,73.33,87.47,88.89,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89,53.04,55.04,73.24,87.57,88.96,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.12,53.04,55.04,73.32,87.71,89.07,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.22,53.04,55.04,73.96,87.83,89.16,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.33,53.04,55.04,74.02,87.92,89.26,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.43,53.04,55.04,74.07,88.04,89.33,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.53,53.04,55.04,74.18,88.16,89.38,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.63,53.04,55.04,74.06,88.27,89.48,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.74,53.04,55.04,74.95,88.4,89.54,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.84,53.04,55.04,74.97,88.44,89.59,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.92,53.04,55.04,74.57,88.55,89.7,1,0.5,0.1,1,0.1,1,0,1,1
9,12,90.03,53.04,55.04,74.84,88.75,89.82,1,0.5,0.1,1,0.1,1,0,1,1
9,12,90.14,53.04,55.04,74.41,88.74,89.88,1,0.5,0.1,1,0.1,1,0,1,1
9,12,90.23,53.04,55.04,74.53,88.78,89.93,1,0.5,0.1,1,0.1,1,0,1,1
9,12,90.32,53.04,55.04,74.55,88.83,89.96,1,0.5,0.1,1,0.1,1,0,1,1
9,12,90.41,53.04,55.04,74.33,88.89,90.02,1,0.5,0.1,1,0.1,1,0,1,1
9,12,90.49,53.04,55.04,73.99,88.86,90.11,1,0.5,0.1,1,0.1,1,0,1,1
9,12,90.58,53.04,55.04,74.03,88.96,90.19,1,0.5,0.1,1,0.1,1,0,1,1
9,12,90.65,53.04,55.04,74.34,89.07,90.26,1,0.5,0.1,1,0.1,1,0,1,1
9,12,90.48,53.04,55.04,74.6,89.09,90.28,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.98,53.04,55.04,74.6,89.1,90.27,1,0.5,0.1,1,0.1,1,0,1,1
9,12,89.29,53.04,55.04,74.39,89,90.17,1,0.5,0.1,1,0.1,1,0,1,1
9,12,88.54,53.04,55.04,74.44,88.9,90.03,1,0.5,0.1,1,0.1,1,0,1,1
9,12,87.78,53.04,55.04,74.33,88.81,89.85,1,0.5,0.1,1,0.1,1,0,1,1
9,12,86.99,53.04,55.04,74.1,88.6,89.57,1,0.5,0.1,1,0.1,1,0,1,1
9,12,86.23,53.04,55.04,74.06,88.35,89.26,1,0.5,0.1,1,0.1,1,0,1,1
9,12,85.51,53.04,55.04,74.15,88.1,88.98,1,0.5,0.1,1,0.1,1,0,1,1
9,12,84.82,53.04,55.04,73.89,87.91,88.69,1,0.5,0.1,1,0.1,1,0,1,1
9,12,84.15,53.04,55.04,74.23,87.73,88.39,1,0.5,0.1,1,0.1,1,0,1,1
9,12,83.53,53.04,55.04,74.33,87.5,88.05,1,0.5,0.1,1,0.1,1,0,1,1
9,12,82.93,53.04,55.04,74.75,87.29,87.69,1,0.5,0.1,1,0.1,1,0,1,1
9,12,82.4,53.04,55.04,74.67,87.06,87.36,1,0.5,0.1,1,0.1,1,0,1,1
9,12,81.91,53.04,55.04,74.65,86.81,87.03,1,0.5,0.1,1,0.1,1,0,1,1
9,12,81.45,53.04,55.04,74.67,86.62,86.74,1,0.5,0.1,1,0.1,1,0,1,1
9,12,81.04,53.04,55.04,74.67,86.45,86.5,1,0.5,0.1,1,0.1,1,0,1,1
9,12,80.67,53.04,55.04,74.63,86.27,86.25,1,0.5,0.1,1,0.1,1,0,1,1
9,12,80.35,53.04,55.04,75.25,86.12,86.06,1,0.5,0.1,1,0.1,1,0,1,1
9,12,80.04,53.04,55.04,75.08,85.97,85.83,1,0.5,0.1,1,0.1,1,0,1,1
9,12,79.77,53.04,55.04,75.4,85.83,85.59,1,0.5,0.1,1,0.1,1,0,1,1
9,12,79.48,53.04,55.04,75.29,85.63,85.38,1,0.5,0.1,1,0.1,1,0,1,1
9,12,79.2,53.04,55.04,74.88,85.46,85.15,1,0.5,0.1,1,0.1,1,0,1,1
9,12,78.97,53.04,55.04,75.1,85.31,84.94,1,0.5,0.1,1,0.1,1,0,1,1
9,12,78.72,53.04,55.04,75.04,85.11,84.71,1,0.5,0.1,1,0.1,1,0,1,1
9,12,78.48,53.04,55.04,74.77,84.95,84.5,1,0.5,0.1,1,0.1,1,0,1,1
9,12,78.27,53.04,55.04,75.2,84.87,84.33,1,0.5,0.1,1,0.1,1,0,1,1
9,12,78.05,53.04,55.04,74.94,84.69,84.15,1,0.5,0.1,1,0.1,1,0,1,1
9,12,77.85,53.04,55.04,74.82,84.52,83.95,1,0.5,0.1,1,0.1,1,0,1,1
9,12,77.64,53.04,55.04,74.6,84.37,83.8,1,0.5,0.1,1,0.1,1,0,1,1
9,12,77.45,53.04,55.04,74.56,84.24,83.65,1,0.5,0.1,1,0.1,1,0,1,1
9,12,77.27,53.04,55.04,74.75,84.14,83.55,1,0.5,0.1,1,0.1,1,0,1,1
9,12,77.09,53.04,55.04,74.76,84.08,83.42,1,0.5,0.1,1,0.1,1,0,1,1
9,12,76.93,53.04,55.04,75.5,84.04,83.28,1,0.5,0.1,1,0.1,1,0,1,1
9,12,76.78,53.04,55.04,75.2,83.98,83.17,1,0.5,0.1,1,0.1,1,0,1,1
9,12,76.62,53.04,55.04,75.58,83.91,83.04,1,0.5,0.1,1,0.1,1,0,1,1
9,12,76.48,53.04,55.04,75.27,83.8,82.92,1,0.5,0.1,1,0.1,1,0,1,1
9,12,76.35,53.04,55.04,75.44,83.77,82.83,1,0.5,0.1,1,0.1,1,0,1,1
9,12,76.21,53.04,55.04,76.04,83.74,82.71,1,0.5,0.1,1,0.1,1,0,1,1
9,12,76.06,53.04,55.04,76.01,83.7,82.64,1,0.5,0.1,1,0.1,1,0,1,1
9,12,75.93,53.04,55.04,75.69,83.62,82.55,1,0.5,0.1,1,0.1,1,0,1,1
9,12,75.81,53.04,55.04,76.34,83.58,82.43,1,0.5,0.1,1,0.1,1,0,1,1
9,12,75.7,53.04,55.04,77.09,83.61,82.36,1,0.5,0.1,1,0.1,1,0,1,1
9,12,75.59,53.04,55.04,77.26,83.62,82.31,1,0.5,0.1,1,0.1,1,0,1,1
9,12,75.48,53.04,55.04,77,83.55,82.22,1,0.5,0.1,1,0.1,1,0,1,1
9,12,75.36,53.04,55.04,76.93,83.52,82.14,1,0.5,0.1,1,0.1,1,0,1,1
9,12,75.25,53.04,55.04,76.83,83.43,82.05,1,0.5,0.1,1,0.1,1,0,1,1
9,12,75.15,53.04,55.04,76.14,83.31,81.96,1,0.5,0.1,1,0.1,1,0,1,1
9,12,75.05,53.04,55.04,76.54,83.25,81.87,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.98,53.04,55.04,77.35,83.24,81.77,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.88,53.04,55.04,77.85,83.25,81.66,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.8,53.04,55.04,77.77,83.24,81.62,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.72,53.04,55.04,77.61,83.22,81.59,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.64,53.04,55.04,77.66,83.18,81.51,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.57,53.04,55.04,78.1,83.16,81.46,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.48,53.04,55.04,78.18,83.2,81.43,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.41,53.04,55.04,78.62,83.21,81.38,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.33,53.04,55.04,78.79,83.19,81.35,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.27,53.04,55.04,77.94,83.15,81.3,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.17,53.04,55.04,78.05,83.06,81.22,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.1,53.04,55.04,78.42,83.02,81.15,1,0.5,0.1,1,0.1,1,0,1,1
9,12,74.03,53.04,55.04,78.19,82.96,81.08,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.95,53.04,55.04,77.82,82.94,81.03,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.87,53.04,55.04,78.1,82.93,81.02,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.8,53.04,55.04,78.39,82.91,80.94,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.74,53.04,55.04,78.6,82.87,80.86,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.67,53.04,55.04,78.55,82.85,80.83,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.59,53.04,55.04,78.65,82.85,80.76,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.52,53.04,55.04,78.88,82.85,80.74,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.45,53.04,55.04,78.98,82.86,80.7,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.38,53.04,55.04,79.33,82.83,80.65,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.31,53.04,55.04,78.59,82.75,80.55,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.23,53.04,55.04,78.1,82.71,80.55,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.16,53.04,55.04,78.42,82.7,80.55,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.1,53.04,55.04,78.42,82.64,80.53,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.02,53.04,55.04,78.09,82.58,80.46,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73,53.04,55.04,78.75,82.6,80.43,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.03,53.04,55.04,79.05,82.63,80.46,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.05,53.04,55.04,78.5,82.6,80.41,1,0.5,0.1,1,0.1,1,0,1,1
9,12,73.01,53.04,55.04,78.39,82.53,80.32,1,0.5,0.1,1,0.1,1,0,1,1
9,12,72.95,53.04,55.04,78.89,82.48,80.26,1,0.5,0.1,1,0.1,1,0,1,1
9,12,72.86,53.04,55.04,78.32,82.43,80.21,1,0.5,0.1,1,0.1,1,0,1,1
9,12,72.77,53.04,55.04,78.36,82.4,80.17,1,0.5,0.1,1,0.1,1,0,1,1
9,12,72.71,53.04,55.04,78.56,82.37,80.16,1,0.5,0.1,1,0.1,1,0,1,1
9,12,72.71,53.04,55.04,78.22,82.33,80.15,1,0.5,0.1,1,0.1,1,0,1,1
9,12,72.71,53.04,55.04,77.79,82.26,80.11,1,0.5,0.1,1,0.1,1,0,1,1
9,12,72.67,53.04,55.04,78.19,82.24,80.05,1,0.5,0.1,1,0.1,1,0,1,1
9,12,72.6,53.04,55.04,78.13,82.22,79.99,1,0.5,0.1,1,0.1,1,0,1,1
